timestamp,datetime,best_bid,best_ask,bid_volume,ask_volume
1755826362,2025-08-21 21:32:42,0.2916,0.2917,0.00,0.00
1755826367,2025-08-21 21:32:47,0.2914,0.2915,0.00,0.00
1755826368,2025-08-21 21:32:48,0.2914,0.2915,0.00,0.00
1755826373,2025-08-21 21:32:53,0.2914,0.2915,0.00,0.00
1755826374,2025-08-21 21:32:54,0.2914,0.2915,0.00,0.00
1755826379,2025-08-21 21:32:59,0.2914,0.2915,0.00,0.00
1755826380,2025-08-21 21:33:00,0.2914,0.2915,0.00,0.00
1755826385,2025-08-21 21:33:05,0.2914,0.2915,0.00,0.00
1755826386,2025-08-21 21:33:06,0.2915,0.2916,0.00,0.00
1755826391,2025-08-21 21:33:11,0.2912,0.2913,0.00,0.00
1755826392,2025-08-21 21:33:12,0.2912,0.2913,0.00,0.00
1755826398,2025-08-21 21:33:18,0.2912,0.2913,0.00,0.00
1755826399,2025-08-21 21:33:19,0.2912,0.2913,0.00,0.00
1755826404,2025-08-21 21:33:24,0.2912,0.2913,0.00,0.00
1755826405,2025-08-21 21:33:25,0.2912,0.2913,0.00,0.00
1755826410,2025-08-21 21:33:30,0.2912,0.2913,0.00,0.00
1755826411,2025-08-21 21:33:31,0.2912,0.2913,0.00,0.00
1755826416,2025-08-21 21:33:36,0.2912,0.2913,0.00,0.00
1755826417,2025-08-21 21:33:37,0.2912,0.2913,0.00,0.00
1755826422,2025-08-21 21:33:42,0.2912,0.2913,0.00,0.00
1755826425,2025-08-21 21:33:45,0.2912,0.2913,0.00,0.00
1755827112,2025-08-21 21:45:12,0.2923,0.2924,0.00,0.00
1755827118,2025-08-21 21:45:18,0.2924,0.2925,0.00,0.00
1755827123,2025-08-21 21:45:23,0.2924,0.2925,0.00,0.00
1755827124,2025-08-21 21:45:24,0.2924,0.2925,0.00,0.00
1755827132,2025-08-21 21:45:32,0.2924,0.2925,0.00,0.00
1755827135,2025-08-21 21:45:35,0.2924,0.2925,0.00,0.00
1755827141,2025-08-21 21:45:41,0.2924,0.2925,0.00,0.00
1755827142,2025-08-21 21:45:42,0.2924,0.2925,0.00,0.00
1755827147,2025-08-21 21:45:47,0.2924,0.2925,0.00,0.00
1755827148,2025-08-21 21:45:48,0.2924,0.2925,0.00,0.00
1755827156,2025-08-21 21:45:56,0.2924,0.2925,0.00,0.00
1755827157,2025-08-21 21:45:57,0.2924,0.2925,0.00,0.00
1755827162,2025-08-21 21:46:02,0.2924,0.2925,0.00,0.00
1755827163,2025-08-21 21:46:03,0.2924,0.2925,0.00,0.00
1755827168,2025-08-21 21:46:08,0.2924,0.2925,0.00,0.00
1755827169,2025-08-21 21:46:09,0.2924,0.2925,0.00,0.00
1755827175,2025-08-21 21:46:15,0.2924,0.2925,0.00,0.00
1755827176,2025-08-21 21:46:16,0.2924,0.2925,0.00,0.00
1755827181,2025-08-21 21:46:21,0.2924,0.2925,0.00,0.00
1755827182,2025-08-21 21:46:22,0.2924,0.2925,0.00,0.00
1755827187,2025-08-21 21:46:27,0.2924,0.2925,0.00,0.00
1755827188,2025-08-21 21:46:28,0.2924,0.2925,0.00,0.00
1755827194,2025-08-21 21:46:34,0.2924,0.2925,0.00,0.00
1755827195,2025-08-21 21:46:35,0.2924,0.2925,0.00,0.00
1755827200,2025-08-21 21:46:40,0.2924,0.2925,0.00,0.00
1755827201,2025-08-21 21:46:41,0.2924,0.2925,0.00,0.00
1755827206,2025-08-21 21:46:46,0.2924,0.2925,0.00,0.00
1755827207,2025-08-21 21:46:47,0.2924,0.2925,0.00,0.00
1755827212,2025-08-21 21:46:52,0.2926,0.2927,0.00,0.00
1755827214,2025-08-21 21:46:54,0.2926,0.2927,0.00,0.00
1755827219,2025-08-21 21:46:59,0.2926,0.2927,0.00,0.00
1755827220,2025-08-21 21:47:00,0.2926,0.2927,0.00,0.00
1755827225,2025-08-21 21:47:05,0.2926,0.2927,0.00,0.00
1755827226,2025-08-21 21:47:06,0.2925,0.2926,0.00,0.00
1755827231,2025-08-21 21:47:11,0.2926,0.2927,0.00,0.00
1755827232,2025-08-21 21:47:12,0.2926,0.2927,0.00,0.00
1755827237,2025-08-21 21:47:17,0.2927,0.2928,0.00,0.00
1755827239,2025-08-21 21:47:18,0.2927,0.2928,0.00,0.00
1755827244,2025-08-21 21:47:24,0.2927,0.2928,0.00,0.00
1755827245,2025-08-21 21:47:25,0.2927,0.2928,0.00,0.00
1755827250,2025-08-21 21:47:30,0.2926,0.2927,0.00,0.00
1755827251,2025-08-21 21:47:31,0.2926,0.2927,0.00,0.00
1755827256,2025-08-21 21:47:36,0.2925,0.2926,0.00,0.00
1755827257,2025-08-21 21:47:37,0.2925,0.2926,0.00,0.00
1755827263,2025-08-21 21:47:43,0.2925,0.2926,0.00,0.00
1755827264,2025-08-21 21:47:44,0.2925,0.2926,0.00,0.00
1755827269,2025-08-21 21:47:49,0.2926,0.2927,0.00,0.00
1755827270,2025-08-21 21:47:50,0.2926,0.2927,0.00,0.00
1755827275,2025-08-21 21:47:55,0.2927,0.2928,0.00,0.00
1755827276,2025-08-21 21:47:56,0.2927,0.2928,0.00,0.00
